hash_id,product_title,product_description,product_photo
1ce9168a60deae4a994dbd5b2d145699,گوشی موبایل جی ال ایکس ایکس وان,,"[91094, 1, 180, 220, ""jpg"", [3], []]"
24064e6576a74af1b8eda89277c6b659,لپ تاپ فوجیتسو لایف بوک SH-531,,"[""299b3f963f0513668cc85c7e24a4e62c78e0a47a_1675859991"", 1, 2500, 2500, ""jpg"", [3], []]"
210192abc6dd9b4f53d7ba4926461e86,گوشی موبایل دیمو سرو,,"[136999, 1, 600, 600, ""jpg"", [3], []]"
c1722a7941d61aad6e651a35b65a9c3e,هارددیسک اکسترنال Silicon Power مدل دایموند D03 ظرفیت 1 ترابایت,,"[10399, 1, 600, 600, ""jpg"", [3], []]"
f65854da4622c1f1ad4ffeb361d7703c,دستگاه کپی شارپ AR-2120J,,"[105541, 1, 600, 450, ""jpg"", [3], []]"
7fd3b80fb1884e2927df46a7139bb8bf,بازی JASF,,"[99136, 1, 600, 600, ""jpg"", [3], []]"
115c51eb37365df2d4f4e2482b964822,بازی فرمان جنگ,,"[96212, 1, 600, 600, ""jpg"", [3], []]"
8bc56cf0bafb2650146f3e48cb85d257,بازی پرندگان خشمگین(مجموعه),,"[99802, 1, 600, 600, ""jpg"", [3], []]"
a59afb1b7d82ec353921a55c579ee26d,بازی شکارچیان دشمن، عملیات شاهین شب,,"[128311, 1, 600, 600, ""jpg"", [3], []]"
edfccb5cf44f7c2c385f8d4470117a0d,بازی شطرنج فریتز 13,,"[120244, 1, 600, 450, ""jpg"", [3], []]"
1662d1307aaa81230b651ecf00d27180,بازی دوران های بزرگ:رم,,"[61849, 1, 600, 450, ""jpg"", [3], []]"
edf959e1c2188ad869e9cf0294c53c8c,بازی کامپیوتری بسکتبال NBA 2K 13,,"[11489, 1, 600, 600, ""jpg"", [3], []]"
6a26c75d6a576c94654bfc4dda548c72,دوربین دیجیتال پاناسونیک لومیکس DMC-GX7,,"[76668, 1, 600, 600, ""jpg"", [3], []]"
1e5eeb40a3fce716b244599862fd2200,موزن گوش و بینی رمینگتون مدل NE3150,,"[101746, 1, 1280, 1280, ""jpg"", [3], []]"
e32c6c0d76c602ec48a1ec030982eb85,آلبوم موسیقی خوشا سرو - حسام الدین سراج,,"[115681392, 1, 900, 900, ""png"", [3], []]"
2745b399cf155d3511b2b1d93f6bed4d,انیمیشن تام و جری 23,,"[115693163, 1, 900, 900, ""png"", [3], []]"
b70d15bf5840f8e7791e821588d20db3,لپ تاپ ایسر اسپایر ای1-531 جی B964G50MnKs,,"[""1976484e2ef04da986371e88bd6cfe8abfddc991_1675860247"", 1, 2500, 2500, ""jpg"", [3], []]"
4df5bde009073d3ef60da64d736724d6,گوشی موبایل سامسونگ گلکسی یانگ اس 6310,,"[62107, 1, 600, 600, ""jpg"", [3], []]"
8640ff6ca914c9855203ac93e4c05119,لپ تاپ فوجیتسو لایف بوک AH-512,,"[""f2fa3cfc533e2d8db38ac713cbfda0f6e3470715_1675860302"", 1, 2500, 2500, ""jpg"", [3], []]"
43bb733c1b62a5e374c63cb22fa457b4,نوت بوک فوجیتسو لایف بوک AH-532,,"[""c495945de74bc3fed7506913b4f09b749f1237b4_1672556850"", 1, 2500, 2500, ""jpg"", [3], []]"
33f2481179ad598a2b87005cec4b6830,گوشی موبایل مرکوری مجیک,,"[112882, 1, 180, 220, ""jpg"", [3], []]"
e2c2ff9c7fb57db574e461fbe467d84e,لپ تاپ فوجیتسو لایف بوک UH-552,,"[""e59b2f7d6d1d3b5cf18ba523dcf6c0802e786bcb_1672557032"", 1, 2500, 2500, ""jpg"", [3], []]"
501e3f8a108d7ab9335ceecd363d113d,لپ تاپ فوجیتسو لایف بوک UH-552,,"[""23fed43ddb25826cb8f2d421a933236c57f3c42a_1672557148"", 1, 2500, 2500, ""jpg"", [3], []]"
e360367584297ee8d2d5afa709cd440e,لپ تاپ لنوو اسنشال G580,,"[""a0bfbc5c868eeb223ab42072aa96917f8748e24a_1675860643"", 1, 2500, 2500, ""jpg"", [3], []]"
4d6ce445727ef59cc07abb95d3e4a1d4,فلش مموری سیلیکون پاور مدل Touch 830 ظرفیت 64 گیگابایت,,"[61967, 1, 1280, 1280, ""jpg"", [3], []]"
58b7483ba899e0ce4d97ac5eecf6fa99,گوشی موبایل دیمو آوا,,"[111142810, 1, 1280, 1280, ""jpg"", [5], []]"
2db9f30839751e6714522e71cdad18b5,گوشی موبایل دیمو افرا 1,,"[111969, 1, 180, 220, ""jpg"", [3], []]"
f20009df133551a813e70d50bc24e15f,گوشی موبایل دیمو افرا 2,,"[103669, 1, 180, 220, ""jpg"", [3], []]"
64fbd809686715480c30159fa7d89d85,گوشی موبایل دیمو زرین 2,,"[126108, 1, 180, 220, ""jpg"", [3], []]"
ff685590317f1330efc73f396ac92cd7,گوشی موبایل دیمو زرین 1,,"[70680, 1, 180, 220, ""jpg"", [3], []]"
f75ce735a80f6ac091aea546866fb4bb,گوشی موبایل دیمو یاس,,"[74627, 1, 180, 220, ""jpg"", [3], []]"
f7a124943b6aa6654d787f07eee84d2c,گوشی موبایل دیمو هما 1,,"[61180, 1, 180, 220, ""jpg"", [3], []]"
f2e242a63827051ed7ff1ef0f1aa11be,گوشی موبایل دیمو سهند,,"[125307, 1, 180, 220, ""jpg"", [3], []]"
5699ea73cda4c69b17c2255ec26db204,گوشی موبایل دیمو مارون,,"[151142, 1, 180, 220, ""jpg"", [3], []]"
bdf0f5f84843f08f00912ae5292162f6,گوشی موبایل دیمو سام,,"[156556, 1, 180, 220, ""jpg"", [3], []]"
761213bcd999998a5b22d22b13db075f,گوشی موبایل ال جی آپتیموس جی E970,,"[98721, 1, 600, 600, ""jpg"", [3], []]"
0d924f0e6b3fd0d91074c22727a53966,گوشی موبایل ال جی اپتیموس ال 5 II دوال ای 455,اگر قصد خرید یک گوشی اندرویدی با عملکرد مناسب دارید و اگر نمی‌خواهید هزینه‌ی زیادی بابت خرید تلفن صرف کنید، LG Optimus L5 II یکی از بهترین انتخاب‌های شما خواهد بود. برترین ویژگی این گوشی صفحه نمایش IPS آن می‌باشد. اما قبل از بیان امکانات این گوشی، باید سطح توقع خود را از این گوشی کمی پایین آورید. چرا که این گوشی در رسته‌ی اسمارت فون های پایین رده محسوب می‌شود. مشخصات این گوشی شامل یک پردازنده‌ی تک هسته ای با سرعت 1 گیگاهرتز می‌باشد که بر روی چیپ ست مدیا تک سوار شده است. همچنین یک رم 512 مگابایتی این پردازنده را پشتیبانی می‌کند. حافظه‌ی داخلی این گوشی 4 گیگابایت می‌باشد و می‌توانید به وسیله‌ی کارت حافظه‌ی جنبی micro USB، حافظه‌ی 4 گیگابایتی این گوشی را تا 32 گیگابایت ارتقاء دهید. علاوه بر این یک دوربین متوسط با کیفیت 5 مگاپیکسل به عنوان دوربین اصلی برای این گوشی در نظر گرفته شده است. برای آشنایی بیشتر با این محصول ال‌جی با ادامه‌ی نقد همراه باشید.,"[73271, 1, 600, 600, ""jpg"", [3], []]"
174a61b0b3eab8c94e0a9e78b912307f,گوشی موبایل ال جی اپتیموس L4 II ای 440,,"[105394, 1, 1280, 1280, ""jpg"", [3], []]"
c2155acc6d5bcda7debfb19c3abef4af,گوشی موبایل ال جی اپتیموس L4 II دوال ای 445,LG در ماه جون سال 2013 میلادی L4 II را معرفی کرد و یک ماه بعد آن را روانه‌ی بازار ساخت. این گوشی که از سری L یا همان سری مد تولید گردیده ، Optimus L4 II نام دارد و به نام E445 نیز شناخته می‌شود. Optimus L4 II اکثر ویژگی‌های اساسی یک اسمارت فون را داراست و همچنین با قیمت بسیار مناسبی عرضه شده است. این دو دلیل سبب محبوبیت نسبی این گوشی در بازار ایران شده. این گوشی مجهز به یک پردازنده تک هسته ای MediaTek و با سرعت 1 گیگاهرتز است و رم 512 مگابایتی آن را همراهی می‌کند که عملکرد متوسطی را به همراه دارد. مانند سایر گوشی‌های سری L ال‌جی، بر روی این گوشی هم سیستم عامل محبوب اندروید قرار دارد. صفحه نمایش 3.8 اینچی این گوشی، یک صفحه نمایش لمسی خازنی از نوع IPS LCD است که وضوح تصویر 320 x 480 پیکسل و تراکم پیکسلی پایین 152ppi را ارائه می‌دهد. همچنین این گوشی تنها از یک دوربین با کیفیت 3 مگاپیکسل بهره می‌برد که کیفیت ضعیف و دلسرد کننده ای دارد. البته نباید از این گوشی در این رنج قیمت، انتظار بیشتری داشت. اگر اهل استفاده از برنامه‌ها و بازی‌ها هستید، حافظه‌ی این گوشی کفاف کارهای شما را نمی‌دهد و مسلماً در آینده ای نزدیک با مشکل کمبود حافظه با این گوشی برخورد خواهید کرد؛ چرا که تنها دارای 4 گیگا بایت حافظه‌ی داخلی است. اما خوشبختانه این گوشی از کارت حافظه جانبی میکرو اس دی پشتیبانی می‌کند و می‌توانید حافظه‌ی این گوشی را تا 32 گیگابایت دیگر افزایش دهد. برای آشنایی بیشتر با این گوشی، با ادامه‌ی نقد و بررسی همراه باشید.,"[113806, 1, 1280, 1280, ""jpg"", [3], []]"
3f7f7794da20d537bf1da2e615ce82e5,لپ تاپ ایسر اسپایر وی 3-571 جی 53234G50Makk,,"[""f4ec7d3bf2736c219eed91cb6af3acd6201c9c08_1675860692"", 1, 2500, 2500, ""jpg"", [3], []]"
85be7e92377849414323f55a9e3c4e36,ضبط کننده صدای الیمپوس VN-712,,"[124997, 1, 220, 268, ""jpg"", [3], []]"
a12f69495f41bb3b637ba1b6238884d6,تبلت هایر پد 712,,"[""4365496d31ac4983d4388812aec48549dda31b37_1681633756"", 1, 2500, 2500, ""jpg"", [3], []]"
9b972ab65a176d0a3aabf71ea0c01ffc,نوت بوک فوجیتسو لایف بوک NH-751,,"[""82d02badc8d46dc54c3602b4fb4a41790d32331e_1674461427"", 1, 2500, 2500, ""jpg"", [3], []]"
92316afaebe71e3e55c62c02659c6d5d,نوت بوک فوجیتسو لایف بوک E752,,"[""7a1d0a0b51fb936f47efbc88ac53110f973c0ebc_1674461431"", 1, 2500, 2500, ""jpg"", [3], []]"
b600b000f151513b54a08ff4c246a62b,نوت بوک فوجیتسو لایف بوک S752,,"[""eacfa0cef6039ede248ee60a90fe156e4acd625c_1674461371"", 1, 2500, 2500, ""jpg"", [3], []]"
d299a92004734135de74355770b7c785,تبلت ایسر آی کونیا دبلیو 510 - 64 گیگابایت,,"[118004, 1, 600, 600, ""jpg"", [3], []]"
6a971e08a01e6676d0f1a6e0dacbbd67,تبلت فوجیتسو استایلیستیک کیو 702,,"[""7854fcba738e23750960154aaf19ea591f023e14_1594189812"", 1, 2500, 2500, ""jpg"", [3], []]"
4cd31d31e16ac873f5f421d5880e88d6,گوشی موبایل هوآوی اسند دی 2,,"[143511, 1, 600, 600, ""jpg"", [3], []]"
37f20a73a8c5b03607f9532b2a9c6396,لپ تاپ اچ پی پروبوک 4540s,,"[""0b2f2d8411a0eaaeffc1592ed4e7217314bbeee6_1672557478"", 1, 2500, 2500, ""jpg"", [3], []]"
b86b2dbd6e770e5d83392492aea62a39,لپ تاپ سامسونگ اتیو بوک 2 NP270E5V-K01AE,,"[""57537cb79cd8237920aa8964da9871032f4afa47_1674461239"", 1, 2500, 2500, ""jpg"", [3], []]"
d787f83a93f12eb56db58c1268f944e0,تبلت سامسونگ گلاکسی تب 3 10.1 پی 5220 - 16 گیگابایت,,"[""c7cc8079ea02e0b9141cbb9b645ef0c2e0487b3f_1681638587"", 1, 2500, 2500, ""jpg"", [3], []]"
dac4a67bdc4a800113b0f1ad67ed696f,گوشی موبایل دیمو سورنا,,"[121328, 1, 180, 220, ""jpg"", [3], []]"
fb6e7c396949fea1f6f6bf144dbc7908,گوشی موبایل نوکیا لومیا 1020,,"[91545, 1, 730, 730, ""jpg"", [3], []]"
7366b7a89fc9d6c90e308d633d63884f,لپ تاپ ایسوس X550,,"[""c9b08f026af013111e729c1e1a5afbc8ef6c7d9b_1672557996"", 1, 2500, 2500, ""jpg"", [3], []]"
ef51e95cc22745740d4e8c771e011e1f,لپ تاپ ایسوس N46VZ,,"[""50e1480afe2bab454731e655d3ee990d4182e5ae_1672558204"", 1, 2500, 2500, ""jpg"", [3], []]"
f0bbf5fb2b067fda7b491dc2307411e4,لپ تاپ ایسوس K56CM,,"[69033, 1, 600, 600, ""jpg"", [3], []]"
ab1991b977dbb108c0a36a3475d0bc48,تلویزیون ال ای دی ال جی مدل 55LN54000 سایز 55 اینچ,,"[10651, 1, 600, 600, ""jpg"", [3], []]"
25b30eed5ea113ce7f09e62d2db55577,تلویزیون ال ای دی ال جی مدل 50LN54200 سایز 50 اینچ,,"[102517, 1, 600, 600, ""jpg"", [3], []]"
8c12cbc89eb07068855968f976662a18,تلویزیون ال ای دی ال جی مدل 39LN54200 سایز 39 اینچ,,"[108008, 1, 600, 600, ""jpg"", [3], []]"
033522d9bdf796d13c4b594cbdf03184,تبلت سامسونگ گلکسی تب 3 7.0 اس ام-تی 210 - 8 گیگابایت,,"[""2ffb9c4ace16e0d82b1452c0baf9869714b84c1e_1681638607"", 1, 2500, 2500, ""jpg"", [3], []]"
24cceab7ffc1118f5daaace13c670885,تبلت سامسونگ گلکسی تب 3 7.0 اس ام-تی 210 - 16 گیگابایت,,"[""26e0d0d750eb7d40e359365baacdcd16081ee626_1681638614"", 1, 2500, 2500, ""jpg"", [3], []]"
d5b2bbd3e57d6c19003667a447475589,تلویزیون پلاسما ال جی مدل 50PN65000 سایز 50 اینچ,,"[102516, 1, 600, 600, ""jpg"", [3], []]"
b460cf6b09878b00a3e1ad4c72344ccd,تلویزیون پلاسما ال جی مدل 50PN45000 سایز 50 اینچ,"• DivX HD - USB
• 3D XD Engine
• تصویر 24 فریم واقعی
• دارای تیونر داخلی دیجیتال
• دارای صفحه محافظ شیشه ای
• قابلیت (SIMPLINK (HDMI CEC
• قابلیت Clear Voice II","[138600, 1, 600, 600, ""jpg"", [3], []]"
7792b558ca0c76d24d695582021ac501,تلویزیون ال ای دی هوشمند ال جی مدل 47LA74000 سایز 47 اینچ,"• Contrast Optimazer
• Full Web Browsing
• Simplink
• بهبود دهنده رنگ تصاویر
• بهینه ساز کنتراست رنگ
• پردازنده افزایشگر وضوح تصویر
• پشتیبانی از نمایش 24 فریم در ثانیه
• تبدیل تصاویر دو بعدی به سه بعدی
• تکنولوژی انحصاری FPR
• تلویزیون هوشمند (LG Smart TV)
• دارای گیرنده داخلی دیجیتال
• دستگاه کنترل جادویی
• ساب ووفر داخلی
• صدای فوق‌العاده سه بعدی
• صرفه جویی فوق هوشمندانه انرژی
• قابلت ضبط تصاویر در صورت اتصال حافظه جانبی
• قابلیت DLNA/WiFi
• قابلیت Dual Screen
• قابلیت WiDi (نمایش تصاویر تلویزیون بر روی دستگاه های هوشمند داخل شبکه خانگی)
• قابلیت پخش فرمت HD DivX
• قابلیت تنظیم عمق تصویر سه بعدی
• کیفیت تصویر Full HD با وضوح 1080×1920 پیکسل
• موتور پردازشگر سه‌گانه
• ورودی USB 2.0 قابلیت پخش فیلم، عکس، موسیقی","[10797, 1, 600, 600, ""jpg"", [3], []]"
2a93f39020f6d31d33f81a191b048cb1,تلویزیون ال ای دی هوشمند ال جی مدل 42LA74000 سایز 42 اینچ,,"[111556, 1, 600, 600, ""jpg"", [3], []]"
a48a1b922cbd6d5d08664325afd2b1a2,تبلت ایسوس ویوو تب اسمارت ام ای 400 سی -  64 گیگابایت,,"[127186, 1, 600, 600, ""jpg"", [3], []]"
8b48a57422b76904b5c3ecde9d4af512,تلویزیون ال ای دی ال جی مدل 55LA66000 سایز 55 اینچ,"این تلوزیون هوشمند سه بعدی با کنترلی که به صورت انحصاری توسط ال جی توسعه داده شده تصاویر را توسط موتور پردازش گر سه گانه تحلیل می کند، دارای بهبود دهنده و بهینه سازی کنتراست رنگی تصاویر است و با پردازنده افزایشگر وضوح تصویر به بهبود تمامی فایل های در حال اجرا کمک می کند، این تلویزیون همچنین دارای قابلیت پخش 24 فریم در ثانیه است و می تواند تصاویر دو بعدی معمولی را با پردازشگری که این روزها بیشتر تولید کنندگان فناوری سه بعدی استفاده می کنند به سه بعدی تبدیل کند،افزون بر اینها این تلویزیون Full HD دارای موتور پردازش تصویر سه گانه بوده و ورودی USB 2 برای پخش فیلم، عکس و موسیقی دارد و به صورت هوشمند در مصرف انرژی صرفه جویی می کند، به جز اینها کیفیت صدای خوبی را با دارا بودن ساب ووفر تعبیه شده درون بدنه خود دارد. ال جی در این محصول از برخی فناوری های تقریبا انحصاری خود از قبیل:
• Contrast Optimizer
• Full Web Browsing
• Simplify
• تکنولوژی انحصاری FPR
• قابلیت DLNA/WiFi
• قابلیت Dual Screen
• قابلیت WiDi (نمایش تصاویر تلویزیون بر روی دستگاه های هوشمند داخل شبکه خانگی)
• قابلیت پخش فرمت HD DivX
• قابلیت تنظیم عمق تصویر سه بعدی

استفاده نموده که منجر به هر چه بهتر شدن کیفیت تصویر شده است.","[91795, 1, 600, 600, ""jpg"", [3], []]"
a4267159aa970aa5a6542bcbb7ef575e,تلویزیون ال ای دی ال جی مدل 50LA66000 سایز 50 اینچ,,"[97923, 1, 600, 600, ""jpg"", [3], []]"
63e8e3643e7f7198858eef325b0600f9,لپ تاپ اچ پی پاویلیون g6-2314se,,"[""181ed280eeae26538a6494747f2798494c0489fa_1674460807"", 1, 2500, 2500, ""jpg"", [3], []]"
2d1bcedd27b586d2a9562a0f8e076b41,لپ تاپ اچ پی پاویلیون g6-2311se,,"[""c8bc65e3db1845953729f71e37408a2fbfbaaef6_1674460752"", 1, 2500, 2500, ""jpg"", [3], []]"
f754186469a933256d7d64095e963594,لپ تاپ لنوو اسنشال جی 580,,"[115374, 1, 600, 600, ""jpg"", [3], []]"
8571ddcc1c64ca1fa11891d899cab05d,تلویزیون ال ای دی ال جی مدل 55LA64000 سایز 55 اینچ,,"[79035, 1, 600, 600, ""jpg"", [3], []]"
a91e54caf4ae7dcf7a1f13640fa21079,لپ تاپ لنوو آیدیاپد یوگا 13,,"[56725, 1, 600, 600, ""jpg"", [3], []]"
2990d25f0152b653b68bc2f7994a05f1,گوشی موبایل نوکیا 301 دو سیم کارت,,"[12215, 1, 600, 600, ""jpg"", [3], []]"
0b0d29e5d5c8a7a25dced6405bd022a9,لپ تاپ لنوو تینک پد T430,,"[""9eb5ad86f791c2db57cf483cdfc21c2ac3773a53_1672558473"", 1, 2500, 2500, ""jpg"", [3], []]"
98785ca89cfbbe933921bfe68a94553b,گوشی موبایل جی ال ایکس ام 1 پلاس,,"[154665, 1, 555, 600, ""jpg"", [3], []]"
3bbca1d243b01b47c2bf42b29a8b265c,لپ تاپ لنوو آیدیاپد Z500,,"[""dbfeb8e0f6e5a2abc2440bedf2be5cd474b1688f_1674460283"", 1, 2500, 2500, ""jpg"", [3], []]"
3f597e2d7a67b6520a585618d23e2d1b,لپ تاپ ایسر اسپایر V3-571G,,"[""938e34753bd095fe6152d9a95a8aa587bfa4b654_1674460261"", 1, 2500, 2500, ""jpg"", [3], []]"
3bc412ad4910c19f6710515540190792,لپ تاپ لنوو G400s,,"[""cb00b0fcf9398c535295531350b0729e2a5cab05_1674460028"", 1, 2500, 2500, ""jpg"", [3], []]"
561e7e7d74cece738de9b23c0dd293d2,لپ تاپ ایسوس ویووبوک S300CA,,"[137755, 1, 600, 600, ""jpg"", [3], []]"
ff6a45350791d8eeadcf9666c7848835,گوشی موبایل نوکیا 208 دو سیم کارت,,"[12167, 1, 600, 600, ""jpg"", [3], []]"
447b0408b80078338810051bb38b177f,گوشی موبایل سامسونگ گلکسی وین آی 8550,,"[100531, 1, 600, 600, ""jpg"", [3], []]"
9a4d6e8685bd057e4f68930bd7c8ecc0,لپ تاپ ام اس آی مدل CX61 i7 پانزده اینچی,,"[""da613295c5d57582b3bbacf240ed92f9aadf65db_1674459608"", 1, 2500, 2500, ""jpg"", [3], []]"
4219840f5b401ebe7639efe00a1fb982,لپ تاپ سونی وایو SVE1413BCX,,"[136903, 1, 600, 600, ""jpg"", [3], []]"
1e04b969bf040acd252e1faafb51f829,گوشی موبایل سامسونگ گلکسی اس 4 زوم,,"[127845, 1, 1280, 1280, ""jpg"", [3], []]"
bcee0a5d14d3d569e298b58e46191139,گوشی موبایل اچ تی سی وان مینی,,"[70429, 1, 600, 600, ""jpg"", [3], []]"
36dc3ed411b4b9991a9a0ec92fd5d3df,گوشی موبایل نوکیا مدل Lumia 625,,"[127160, 1, 600, 600, ""jpg"", [3], []]"
9d58963592071dbf38a0fa114269959c,گوشی موبایل سامسونگ آی 9190 گلکسی اس 4 مینی,,"[3308187, 1, 1280, 1280, ""jpg"", [3], []]"
40d32ab6b85a206c1d2ccf7309f1c638,گوشی موبایل اچ تی سی دیزایر 200,,"[""1ee770c2dfc80694605b4331d89bffebd44e5bb9_1656427052"", 1, 1800, 1800, ""jpg"", [3], []]"
3b13b1eb44b05f57735764786fab9c2c,تبلت ایسوس فون پد - 32 گیگابایت,,"[126641, 1, 600, 600, ""jpg"", [3], []]"
73dc680c73e6a18c296d5889e67b6b55,گوشی موبایل سامسونگ آی 8260 گلکسی کر,,"[128124, 1, 600, 600, ""jpg"", [3], []]"
0680e1f35026262317cb7cec207e04c5,نوت بوک فوجیتسو لایف بوک AH502,,"[""0de18e5965972708508170bd0c80368248b35b39_1674459418"", 1, 2500, 2500, ""jpg"", [3], []]"
43a7c24e2d1fe375ce60d84ac901819f,تلویزیون ال ای دی ایکس ویژن مدل LE-46KD40 سایز 46 اینچ,,"[137557, 1, 640, 450, ""jpg"", [3], []]"
0ed8861dc36bee580d100f91283d0559,گوشی موبایل هوآوی اسند وای 300 دو سیم کارت,,"[82763, 1, 600, 600, ""jpg"", [3], []]"
eed4435e296d75fa7280539943113a7d,لپ تاپ ایسر اسپایر V5-551G-64454G50Makk,,"[""19311e47f10988f68f208ced5aa92be9938f796d_1674459322"", 1, 2500, 2500, ""jpg"", [3], []]"
b5d17ed2b502da15aa727af0d51508d6,لپ تاپ آی بی ام لنوو آیدیاپد Z500,,"[""1c9da8d62c925437e2bb1a8cd14e1a80855f7011_1674459261"", 1, 2500, 2500, ""jpg"", [3], []]"
ca4b5656b7e193e6bb9064c672ac8dce,لپ تاپ سونی وایو E1513RC,,"[""1318d2bb4c9ac40ea2f8c9194a39ab0dc0810687_1672559507"", 1, 2500, 2500, ""jpg"", [3], []]"
53f5ca026ee95b4667669361cd4fe8de,لپ تاپ سونی وایو SVE1413TCX,,"[""55d82d7b3c363d2f114f0163575077253b97d28e_1674459223"", 1, 2500, 2500, ""jpg"", [3], []]"
022deef5f842e7b026e57398f3964a7d,لپ تاپ سونی وایو SVS13135CD,,"[""c4bf71d7b8e80071a10a4173300e07aa1506262c_1672559564"", 1, 2500, 2500, ""jpg"", [3], []]"
164fbf608021ece8933758ee2b28dd7d,گوشی موبایل ال جی جی 2 - 16 گیگابایت,ال جی در طی کنفرانسی رسمی خود در تاریخ 8 آگوست 2013، از اسمارت فون جدیدش تحت عنوان G2 رونمایی کرد. پرچم‌داری که از مدت‌ها قبل حواشی و شایعات زیادی پیرامون آن وجود داشت و بسیاری آن را شانس ال جی برای بازگشت به عرصه رقابت با بزرگان می‌دانستند. حال، پس از عرضه رسمی این گوشی و ورود آن به ایران، میزبان آن در دیجی کالا بودیم و قصد داریم به بررسی این گوشی که پرچم دار ال جی تا پایان سال 2013 محسوب می‌گردد بپردازیم. پس با ما در نقد و بررسی LG G2 همراه شوید.,"[146604, 1, 1280, 1280, ""jpg"", [3], []]"
234b941e88b755b7a72a1c1dd5022f30,لپ تاپ ایسوس X550,,"[203339, 1, 600, 600, ""jpg"", [3], []]"
b1c14790bce31f481f50e49de3542a85,لپ تاپ ایسوس ویووبوک S550,,"[96032, 1, 600, 600, ""jpg"", [3], []]"
482b4b31a9310f6d589eda6822b29975,لپ تاپ سونی وایو دوئو 11,,"[93368, 1, 600, 600, ""jpg"", [3], []]"
502317c9b4695a9476eb981d5fdf43a8,لپ تاپ فوجیتسو لایف بوک AH532,,"[""6ac7c706e143d11212e6087aef2923b1d253d25b_1672559694"", 1, 2500, 2500, ""jpg"", [3], []]"
f4f4a06c589ea53edf4a9b18e70bbd40,لپ تاپ اچ پی پروبوک 4540s,,"[""4f85dc9f14f1c8a967061683c861856f59774e4d_1672559760"", 1, 2500, 2500, ""jpg"", [3], []]"
520bae6649b42ff5a3c8c58b7fcfc5a9,لپ تاپ 13 اینچی اپل مدل MacBook Pro با صفحه نمایش رتینا,,"[221848, 1, 600, 600, ""jpg"", [3], []]"
97885afd60c10c4a454c11e225763e04,گوشی موبایل هوآوی اسند جی 510 دو سیم کارت,,"[159584, 1, 600, 600, ""jpg"", [3], []]"
8eab914c88e95773ea769310350ad7cb,گوشی موبایل پرستیژیو مالتی فون 5044 دو سیم کارت,,"[""c8c09f4a9d2377f60d94e4e62c80f8719df42b75_1656424510"", 1, 1800, 1800, ""jpg"", [3], []]"
9ed6f34466ebc301e3f09c1dedb6cfb2,تبلت آینول نوو 9 اسپارک,,"[""8585fbf15c37ce7d286724697c75efab0211614b_1681638723"", 1, 2500, 2500, ""jpg"", [3], []]"
aa5bc34d6bd5933dd73ae2251bff88e8,لپ تاپ سونی وایو SVE14A390X,,"[""9b92697b83459af3a8efb00b039745d65a01c214_1672559826"", 1, 2500, 2500, ""jpg"", [3], []]"
570197ce24c78651ca363a146213ba08,لپ تاپ لنوو اسنشال G500,,"[""ebf5533e805a25c707d157401065d0c48f6fabed_1674458529"", 1, 2500, 2500, ""jpg"", [3], []]"
e7fdeae58bfddf97dba9f1f67abf5921,لپ تاپ ایسوس X450CC,,"[""f862fbb9fa023c3cbe8c299a18e215872f24b642_1674458452"", 1, 2500, 2500, ""jpg"", [3], []]"
ebf9f48abbc1bf77558f22526b9a7238,لپ تاپ ایسر اسپایر E1-571G 53236G1TMnks,,"[""03df6bfa186ead02cd6cd300e139b558e60ab751_1672560177"", 1, 2500, 2500, ""jpg"", [3], []]"
7d787bb950167c81630d2f1256eec848,تبلت اچ پی اسلیت 7 4601- 16 گیگابایت,,"[87877, 1, 800, 600, ""jpg"", [3], []]"
b13b768ca3df456b8a0423880c3b239b,لپ تاپ 13 اینچی اپل مدل MacBook Air MD761 2013,,"[""95035ea2be3871b54ed03292d02941d8f569772a_1674457910"", 1, 2500, 2500, ""jpg"", [3], []]"
11a32152b03a749d6bfcc5865300518e,گوشی موبایل اچ تی سی دیزایر 608 تی,,"[77211, 1, 600, 600, ""jpg"", [3], []]"
d7da8f9d99e5ed3ac7ab00568ae36915,گوشی موبایل دیمو زاوا,,"[70277, 1, 180, 220, ""jpg"", [3], []]"
ff1f3e444a6ff6fe872f07716803ae18,گوشی موبایل اچ تی سی دیزایر 500,,"[107551, 1, 600, 600, ""jpg"", [3], []]"
6aa21dd9979a2b2d07e367e25963ba1e,لپ تاپ ایسوس X450CC,,"[""8d5328daa091a8658688105c0ea833062ab911f0_1674457162"", 1, 2500, 2500, ""jpg"", [3], []]"
0d2f28fbfb3c845930a1cba0672950b1,لپ تاپ ایسر اسپایر V3-571G,,"[""f2ec99181bbbb41500abc0afab195fa8825e71ae_1674457000"", 1, 2500, 2500, ""jpg"", [3], []]"
d5a24856959a183b69834f99fad86e5d,لپ تاپ ایسوس N46JV,,"[""2d76b8267fb5213d6c933ff94ff19f67fd200a17_1672561059"", 1, 2500, 2500, ""jpg"", [3], []]"
ca3f4ad48be4dc9ef210f96327e1331b,لپ تاپ ایسوس X450CC,,"[""864359fff451b242e711b12ede021366c88d5600_1674456934"", 1, 2500, 2500, ""jpg"", [3], []]"
39799c18791e8d7eb29704fc5bc04ac8,گوشی موبایل سامسونگ گلکسی نوت 3 ان 9005 - 32 گیگابایت,,"[""98688de0f3ae29c33e8450b8dbb9b35ff1fb8891_1656424259"", 1, 1800, 1800, ""jpg"", [3], []]"
