hash_id,product_title,product_description,product_photo
609e9d4bcc8157c00808993f612f1acd,لپ تاپ 14 اینچی ایسوس مدل K45VM-A,,"[""f60211e3860c652352a093e83939010e3a63b513_1674560944"", 1, 2500, 2500, ""jpg"", [3], []]"
11e2ad6bf99300cd3808bb105b55d4b8,تبلت ایسوس پدفون 2 به همراه داک - 32 گیگابایت,,"[98331, 1, 600, 600, ""jpg"", [3], []]"
f19fec2f129fbdba76493451275c883a,گوشی موبایل هوآوی یو 8655 اسند وای 200,,"[33895, 1, 180, 220, ""jpg"", [3], []]"
652cf38361a209088302ba2b8b7f51e0,گوشی موبایل هوآوی یو 8815 اسند جی 300,,"[10001, 1, 180, 220, ""jpg"", [3], []]"
b3f445b0ff5a783ec652cdf8e669a9bf,گوشی موبایل هوآوی یو 9500 اسند دی وان,,"[95902, 1, 180, 220, ""jpg"", [3], []]"
1a9dcba2349fef2bb823c39e45dd6c96,لپ تاپ 15.6 اینچی اچ‌پی مدل 630-C,,"[""56ec634a5cad6806dea3281b65f9b986dcb0dfea_1674561416"", 1, 2500, 2500, ""jpg"", [3], []]"
f1a94cef23357f68031e958c443c0dfe,تبلت اپل مدل iPad mini 4G ظرفیت 16 گیگابایت,,"[""9c20078b70608a768601813a9a661229ae316cd5_1681648109"", 1, 2500, 2500, ""jpg"", [3], []]"
f7bdb0e100275600f9e183e25d81822d,لپ تاپ ایسر اسپایر اس 7 391,,"[""ad7195641c1f92a1b5b68f73b7bad0b272419d1d_1672490896"", 1, 2500, 2500, ""jpg"", [3], []]"
751f6b6b02bf39c41025f3bcfd9948ad,لپ تاپ ایسر اسپایر اس 5 391,,"[79643, 1, 600, 600, ""jpg"", [3], []]"
24759597b99d21ef84e6c86c29e56aab,گوشی موبایل جی ال ایکس مینی,,"[90127, 1, 180, 220, ""jpg"", [3], []]"
07168af6cb0ef9f78dae15739dd73255,لپ تاپ 14 اینچی لنوو مدل ThinkPad Edge E430,,"[""a519795305d15919d83e123ad225069bb07fc59b_1674561528"", 1, 2500, 2500, ""jpg"", [3], []]"
ad1f8bb9b51f023cdc80cf94bb615aa9,لپ تاپ 11 اینچی سونی مدل VAIO YB33KD,,"[""b12832aedc10c5a0e86e97ea3238eefa4c1a8df6_1674561588"", 1, 2500, 2500, ""jpg"", [3], []]"
7ce30eeb956b8bbdecfdb304b556edba,لپ تاپ 14 اینچی لنوو مدل ideapad Z480-A,,"[""2da6fcabe60a7aaaf59cf7121ef534822ba2cab8_1674561752"", 1, 2500, 2500, ""jpg"", [3], []]"
4cf0ed8641cfcbbf46784e620a0316fb,لپ تاپ ایسر اسپایر ای1-571 جی,,"[""8369c5fba9f9ee441c3447d6c8d4b048514f385a_1672493796"", 1, 2500, 2500, ""jpg"", [3], []]"
c77bfda61a0204d445185053e6a9a8fe,لپ تاپ 14 اینچی ایسوس مدل K45DR,,"[""f34deb0cb43699f449db2b1637973d8cfefdcf83_1674561816"", 1, 2500, 2500, ""jpg"", [3], []]"
6f683b372cc7eacb980ec61b736cac74,لپ تاپ 15.6 اینچی ایسر مدل Aspire 5349-C,,"[""1ae3b45d868dcb7bc86e8975f8abaa33d94a0b6b_1674562229"", 1, 2500, 2500, ""jpg"", [3], []]"
cb463625fc9dde2d82207e15bde1b674,لپ تاپ 14 اینچی لنوو مدل Essential G470-A,,"[""80d95d11a5f566f522e2d7047a34f35c1cd78936_1674562386"", 1, 2500, 2500, ""jpg"", [3], []]"
1819fb9034f796275e6f64950a134e2a,گوشی موبایل ال جی نکسوس 4 ای 960 - 16 گیگابایت,تقریبا سه سال پیش، گوگل اولین گوشی خود را با همکاری HTC و به نام Nexus one معرفی کرد. از آن زمان تا به امروز، هر سال همزمان با معرفی نسخه های جدید سیستم عامل اندروید، گوگل یک محصول سخت افزاری جدید نیز معرفی می‌کند. این بار و در اواسط سال 2012، گوگل همزمان با معرفی نسخه 4.2 سیستم عامل اندروید، چهارمین عضو خانواده گوشی‌های نکسوس را با همکاری کمپانی LG معرفی کرد. این گوشی که Nexus 4 نام دارد، یک گوشی رده بالا محسوب شده و جزو برترین گوشی‌های هوشمند ساخته شده تا به امروز محسوب می‌شود. Nexus 4 دارای یک صفحه نمایش 4.7 اینچی True HD IPS Plus با دقت 768x1280 بوده و از چیپ قدرتمند Qualcomm Snapdragon S4 Pro بهره می‌برد. خواننده نقد و بررسی این محصول در دیجی کالا باشید.,"[97020, 1, 600, 600, ""jpg"", [3], []]"
8aa903e40952a84bd7177ad2daeb5962,تبلت سامسونگ گوگل نکسوس 10 - 16 گیگابایت,,"[48740, 1, 220, 180, ""jpg"", [3], []]"
9d38e6eab92b2aeb0a83b570188d5a1a,لپ تاپ اسوز زنبوک یو ایکس 21 ای,,"[88777, 1, 600, 600, ""jpg"", [3], []]"
3946bb00df4eebe135aa471d36e6ef68,گوشی موبایل اچ تی سی دیزایر اس وی,,"[72759, 1, 600, 600, ""jpg"", [3], []]"
42299f06ee419aa5d9d07798b56779e2,لپ تاپ اچ پی پروبوک 4540s,,"[105514, 1, 600, 600, ""jpg"", [3], []]"
35b50410da00df8ef6c41f0cb537a9a3,لپ تاپ سونی وایو ای 14112 اف ایکس,,"[""4c94536776c393cf4a78937e405309f41396cd2a_1593935850"", 1, 1280, 1280, ""jpg"", [3], []]"
e074a2975740cdf3948cfc063892260e,لپ تاپ 15.6 اینچی سونی مدل SE1CGX,,"[""a7ed7bcca64ee39bf69b64f3c805499dc12e4d62_1674626187"", 1, 2500, 2500, ""jpg"", [3], []]"
ad185a320a9c8af2e25d53ef7cbacd4f,لپ تاپ سونی وایو ای 1511 اچ اف ایکس,,"[""5d7c297f26315225fa64900be60e0a322ea4e57d_1672494145"", 1, 2500, 2500, ""jpg"", [3], []]"
5faf461eff3099671ad63c6f3f094f7f,آنتن تقویتی دوباند Outdoor دی-لینک مدل ANT70-1400N,,"[79754, 1, 600, 600, ""jpg"", [3], []]"
b0ba5c44aaf65f6ca34cf116e6d82ebf,لپ تاپ 15.6 اینچی اچ‌پی مدل 630-D,,"[""7113786740a3e2a6fe88ece9cd62f2ecd0e4c091_1674650783"", 1, 2500, 2500, ""jpg"", [3], []]"
de58bfe3d33dada41a9398c30e21eeed,گوشی موبایل موتورولا فایر اکس تی,,"[56688, 1, 180, 220, ""jpg"", [3], []]"
4a1c2f4dcf2bf76b6b278ae40875d536,گوشی موبایل اچ تی سی وان اس وی,,"[88233, 1, 600, 600, ""jpg"", [3], []]"
a992995ef4f0439b258f2360dbb85511,لپ تاپ کامپک پرساریو سی کیو 57,,"[128017, 1, 800, 600, ""jpg"", [3], []]"
9b89bedda1fc8a2d88c448e361194f02,لپ تاپ 15.6 اینچی ام اس آی مدل CX61 - B,,"[""dd85201d1f22a204f32d5ae23e81e6e851f6a7b3_1674651207"", 1, 2500, 2500, ""jpg"", [3], []]"
9fa83fec3cf3810e5680ed45f7124dce,لپ تاپ 14 اینچ اچ‌پی مدل 1000-1115TX,,"[""1128ba0e3b4e6b71e44b150d7e07b308d479cc83_1674651472"", 1, 2500, 2500, ""jpg"", [3], []]"
4324e8d0d37b110ee1a4f1633ac52df5,لپ تاپ اسوز ای پی سی 1015 بی ایکس,,"[""6c6471dfd5533cf618de7211cf60bee8f9ac9c5a_1672494493"", 1, 2500, 2500, ""jpg"", [3], []]"
74961657ae02e93fc17be9d9fc864620,لپ تاپ 10 اینچی ایسوس مدل Eee PC 1025C,,"[""e3ff4aaa56c7ec7dafd0758b5f88cfbde361f273_1674651707"", 1, 2500, 2500, ""jpg"", [3], []]"
0496604c1d80f66fbeb963c12e570a26,گوشی موبایل جی ال ایکس ام 1,,"[96709, 1, 180, 220, ""jpg"", [3], []]"
174b39525e01b7542b3ee27ac7251d2c,گوشی موبایل جی ال ایکس ال 4,,"[60063, 1, 180, 220, ""jpg"", [3], []]"
28ce9bc954876829eeb56ff46da8e1ab,گوشی موبایل جی ال ایکس 2690 ای,,"[59888, 1, 180, 220, ""jpg"", [3], []]"
803a82dee7e3fbb3438a149508484250,گوشی موبایل جی ال ایکس ال 2,,"[9944, 1, 180, 220, ""jpg"", [3], []]"
f26ecc6e3bc7f5e9c8cf23a7c7a315dd,لپ تاپ 15.6 اینچی ایسوس مدل K55VD-C,,"[""91238d2a873eea3d489a7c4fe3e1c94b6ad4e9b3_1674651971"", 1, 2500, 2500, ""jpg"", [3], []]"
fc5dda17bef960b7c200e7d8063142ec,گوشی موبایل ال جی اپتیموس ال 9 پی 760,,"[10254, 1, 600, 600, ""jpg"", [3], []]"
34ad9bc83e3c72c62281cb2c744ac966,گوشی موبایل نوکیا آشا 205 دو سیم کارت,,"[114985, 1, 600, 600, ""jpg"", [3], []]"
94c4dd41f9dddce696557d3717d98d82,گوشی موبایل نوکیا 206 دو سیم کارت,,"[63383, 1, 600, 600, ""jpg"", [3], []]"
f1b8b7b3ceb65c188dcdc0851634cadf,لپ تاپ 15.6 اینچی لنوو مدل Essential G570-F,,"[""b8a3eb358233d130b8bed43811ad1784513064f1_1674652299"", 1, 2500, 2500, ""jpg"", [3], []]"
c600b4b49faa3a2a165242e90ca21ac3,لپ تاپ 15.6 اینچی لنوو مدل Essential B570-I,,"[""58a696d862fe7dcd378da5da3b0e2d7127c3eb3d_1674652377"", 1, 2500, 2500, ""jpg"", [3], []]"
9cd78264cf2cd821ba651485c111a29a,دوربین دیجیتال فوجی فیلم مدل Finepix XP170,,"[67306, 1, 600, 600, ""jpg"", [3], []]"
abdf6bdb7570e8f9d4338f84bd169130,لپ تاپ 15.6 اینچی لنوو مدل ideapad Z580-E,,"[""1e9b0dde0e978c5e206c20aa51ce52c07ab216a6_1674652639"", 1, 2500, 2500, ""jpg"", [3], []]"
5f6ecc9686eb1bff304bbda038c60c54,گوشی موبایل نوکیا لومیا 620,,"[86429, 1, 600, 600, ""jpg"", [3], []]"
5637f327937ff2beb7d0a499a0b99d3c,گوشی موبایل سونی اکسپریا ای,,"[64360, 1, 600, 600, ""jpg"", [3], []]"
d9e74f47610385b11e295eec4c58d473,گوشی موبایل نوکیا 114,,"[9350, 1, 180, 220, ""jpg"", [3], []]"
5bd844f11fa520d54fa5edec06ea2507,لپ تاپ ایسر تراول میت 5760,,"[""e16fd52697d70e7ea9efdaf592ebc2c7551505bc_1672494940"", 1, 2500, 2500, ""jpg"", [3], []]"
baf4f1a5938b8d520b328c13b51ccf11,تلویزیون پلاسما سامسونگ مدل PS51E4950 سایز 55 اینچ,,"[67228, 1, 220, 180, ""jpg"", [3], []]"
69c7e73fea7ad35e9000ce41e1622036,گوشی موبایل اچ تی سی باترفلای,,"[67583, 1, 600, 600, ""jpg"", [3], []]"
0a552abf945aad2831a917bd58bbdc70,لپ تاپ اسوز ایکس 44 اچ آر,,"[""58e9163c5358648dd243a339151d7fe8820c1936_1672495013"", 1, 2500, 2500, ""jpg"", [3], []]"
2172fde49301047270b2897085e4319d,لپ تاپ 15.6 اینچی مدل Vostro 2520-A,,"[""6bedda740521a4531150f2775563c0809b788259_1674653037"", 1, 2500, 2500, ""jpg"", [3], []]"
ab9ebd57177b5106ad7879f0896685d4,گوشی موبایل جی ال ایکس اچ 1,,"[3066905, 1, 180, 220, ""jpg"", [3], []]"
8767bccb1ff4231a9962e3914f4f1f8f,گوشی موبایل جی ال ایکس اچ 3,,"[66484, 1, 180, 220, ""jpg"", [3], []]"
a569398d13eb87b14276380d2921ddbc,گوشی موبایل جی ال ایکس کا 3,,"[10285, 1, 180, 220, ""jpg"", [3], []]"
39e98420b5e98bfbdc8a619bef7b8f61,گوشی موبایل نوکیا لومیا 505,,"[63152, 1, 180, 220, ""jpg"", [3], []]"
5cc3749a6e56ef6d656735dff9176074,لپ تاپ 15.6 اینچی توشیبا مدل Satellite C850-A811,,"[""531501b9e2b34ad2e6ca2219c10607cc041ecff5_1674889084"", 1, 2500, 2500, ""jpg"", [3], []]"
2f254e66097fd653a5ca4cfdb33be358,گوشی موبایل سامسونگ آی 9080 گلکسی گرند,,"[102955, 1, 600, 600, ""jpg"", [3], []]"
33cf42b38bbcf1dd6ba6b0f0cd005328,لپ تاپ لنوو اسنشال بی 570,,"[""9098779beafc19a536e8611924d438507b7ca026_1672551561"", 1, 2500, 2500, ""jpg"", [3], []]"
6a783b626a6d892a132dc195e5504272,لپ تاپ اچ پی پاویلیون جی 4-2132 تی ایکس,,"[80500, 1, 600, 600, ""jpg"", [3], []]"
f3be5eb7ff15f2013a3b65fbca4bf864,لپ تاپ 14.1 فوجیتسو مدل LifeBook LH-532-A,,"[""ea3a6592f883dfe5c01b5fcf853410a2653cab02_1674890728"", 1, 2500, 2500, ""jpg"", [3], []]"
a61f27ab2165df0e18cc9433bd7f27c5,لپ تاپ 15.6 اینچی ایسر مدل TravelMate 5760G-G,,"[""d7217950bc5c0a34cc31aec0be4aa42ce8e3a2e8_1674890768"", 1, 2500, 2500, ""jpg"", [3], []]"
5e34a2b4c23f4de585fb09a7f546f527,لپ تاپ اسوز ایکس 54 اچ آر,,"[""6e25c85793fd2fdfa61e29a4515e7948cc654e58_1594228755"", 1, 1280, 1280, ""jpg"", [3], []]"
54ee290e80589a2a1225c338a71839f5,لپ تاپ سونی وایو ای 15115 ای جی بی,,"[95187, 1, 600, 600, ""jpg"", [3], []]"
366ce3dedb69b786dae1aa8d75e4e765,گوشی موبایل اچ تی سی وان ایکس ال,,"[97113, 1, 600, 600, ""jpg"", [3], []]"
dba4c1a117472f6aca95211285d0587e,گوشی موبایل جی ال ایکس کا 2,,"[32771, 1, 450, 600, ""jpg"", [3], []]"
b440369bceb6aecbd0ffa5b66301ca66,گوشی موبایل جی ال ایکس دبلیو 004,,"[96072, 1, 600, 600, ""jpg"", [3], []]"
29c0605a3bab4229e46723f89cf59d83,گوشی موبایل جی ال ایکس دبلیو 005,,"[71550, 1, 600, 600, ""jpg"", [3], []]"
7813d1590d28a7dd372ad54b5d29d033,گوشی موبایل جی ال ایکس کا 4,,"[80678, 1, 180, 220, ""jpg"", [3], []]"
26901debb30ea03f0aa833c9de6b81e9,گوشی موبایل جی ال ایکس اس 3,,"[76978, 1, 180, 220, ""jpg"", [3], []]"
1c280e54c157ef973dad67751c0a525d,لپ تاپ ایسوس ویوو بوک اس 400 سی آ,,"[55072, 1, 600, 600, ""jpg"", [3], []]"
566f0ea4f6c2e947f36795c8f58ba901,لپ تاپ 15.6 اینچی لنوو مدل Essential G580-D,,"[""a29836e5b9c59cb314cd0b801a7a2a34f1db645f_1674892222"", 1, 2500, 2500, ""jpg"", [3], []]"
b11c3e3aaf3cfe496174ecc31a3c04d0,گوشی موبایل سونی اکسپریا تی ایکس,,"[9409, 1, 600, 600, ""jpg"", [3], []]"
cc06a6150b92e17dd3076a0f0f9d2af4,لپ تاپ اسوز ایکس 44 اچ,,"[135650, 1, 600, 600, ""jpg"", [3], []]"
b6a8cdd64382383f29fac327a8292096,لپ تاپ لنوو اسنشال جی 480,,"[""228736a1e74e8e7f12c393a3887dbc1a905b7214_1593936027"", 1, 1280, 1280, ""jpg"", [3], []]"
6495cf7ca745a9443508b86951b8e33a,کتاب مرجع کامل آی پد و آی پادها,,"[67846, 1, 220, 180, ""jpg"", [3], []]"
937ea3f7714dc0d01475da7bff33b596,کاور کتابی چرمی دورنگ برای سامسونگ گلکسی اس 3,,
ac450d10e166657ec8f93a1b65ca1b14,هدست انزتک اچ اس 5080,,"[3066919, 1, 220, 180, ""jpg"", [3], []]"
5e2b66750529d8ae895ad2591118466f,مبدل فایروایر 800 به 400,,"[49638, 1, 600, 600, ""jpg"", [3], []]"
c74c4bf0dad9cbae3d80faa054b7d8ca,محافظ صفحه نمایش آیفون 5 دیسکاوری بای,,"[77781, 1, 220, 180, ""jpg"", [3], []]"
b55c86af1c55672a8792354910cd548d,قاب موبایل موشی مخصوص Samsung Galaxy S II مشکی,,"[89342, 1, 600, 600, ""jpg"", [3], []]"
0d22da4bd124d386f5546323c45bc924,لپ تاپ 11 اینچی سامسونگ مدل Chromebook XE303C12,,"[""06c98536f41aedd8b8081c7074654d8c5baff8b3_1674892482"", 1, 2500, 2500, ""jpg"", [3], []]"
fe60c129a74980578dc8fb0f8fe39b39,کاور اس جی پی مناسب برای گوشی موبایل  سامسونگ S6500,,"[3067353, 1, 600, 600, ""jpg"", [3], []]"
f7e4dd6300aa79c1ba9425a76dcf26f5,فیلتر 58 میلی متر UV,,"[121094, 1, 220, 180, ""jpg"", [3], []]"
e0854e3c03ec877be65d351b90680d46,گوشی موبایل هوآوی  اسند جی 302 دی U8812D,,"[100988, 1, 600, 600, ""jpg"", [3], []]"
1bd2caf96a17d892c2c7e9959549cfc7,گوشی موبایل سامسونگ گلکسی پاکت اس 5301,,"[74399, 1, 600, 600, ""jpg"", [3], []]"
cbf4d310ea68b3933521ba359d33ed5e,گوشی موبایل سونی اکسپریا زد ال,,"[79118, 1, 600, 600, ""jpg"", [3], []]"
0da54aa0b1ee702d0c45af548b1a54c7,گوشی موبایل سونی اکسپریا زد,,"[136631, 1, 1280, 1280, ""jpg"", [3], []]"
2b52541089a553056a5558611365cc6a,لپ تاپ 15.6 اینچی لنوو مدل Essential G570-H,,"[""f4970011f8a3534d1099789cda933a7b601d1e62_1674894164"", 1, 2500, 2500, ""jpg"", [3], []]"
30de9ece7cf3790c8c39ccff1a044209,لپ تاپ 15.6 اینچی ایسوس مدل K55VD-E,,"[""b46b93c378ab802d793223cc251a179ceaf632a4_1675594245"", 1, 2500, 2500, ""jpg"", [3], []]"
08808cfb5939be387af3c159b83c6b98,لپ تاپ 14.1 اینچی ایسوس مدل K43SM-A,,"[""95d8217367c8cce622d206cb12c5e831c1bb5d40_1674980727"", 1, 2500, 2500, ""jpg"", [3], []]"
f316e3fe33f1f754851712c760ab9d48,گوشی موبایل هوآوی اسند جی 600 (یو 8950),,"[59898, 1, 600, 600, ""jpg"", [3], []]"
7fd4db88d31ab524e0afe153c4f9465a,گوشی موبایل اچ تی سی دیزایر یو,,"[142017, 1, 600, 600, ""jpg"", [3], []]"
df7ee89b6f8ec5827a19ecbaff5d4cd2,لپ تاپ 15.6 اینچی ایسوس مدل X54C-J,,"[""7dd6508e2f34717da48b6c80d156da1b1255b4bd_1674986641"", 1, 2500, 2500, ""jpg"", [3], []]"
ebb87faa733d9a04ebb40f422b135fb0,لپ تاپ 15.6 اینچی لنوو مدل ideapad Z580-F,,"[""33702b8b4e258e4a9df715b040ee79da57d1271d_1675594445"", 1, 2500, 2500, ""jpg"", [3], []]"
a1d4c20b182ad7137ab3606f0e3fc8a4,لپ تاپ 14 اینچی لنوو مدل ideapad Y480-B,,"[""c7484490c10817fcb920ba198d7a6640e4acbea0_1674986847"", 1, 2500, 2500, ""jpg"", [3], []]"
ab00b14a2da2e3cdcc44f06265db6574,گوشی موبایل بلک بری زد 10,,"[105747, 1, 600, 600, ""jpg"", [3], []]"
ec1093fe1626f25b1845d04dd6f55dd2,لپ تاپ 15.6 اینچی ایسوس مدل K55VD-G,,"[""55f6b2f10c1f553c039d199d9881bf19e26ac4ca_1674987221"", 1, 2500, 2500, ""jpg"", [3], []]"
b5507f51b88a3ae4a99ba87e4877ab57,لپ تاپ فوجیتسو لایف بوک اس 761,,"[""a93576a9cd12b1ecc4e26dc9bc71f5608373b911_1594228699"", 1, 2500, 2500, ""jpg"", [3], []]"
13ece95531e87921222a0f9d93230691,لپ تاپ لنوو اسنشال بی 590,,"[87950, 1, 600, 600, ""jpg"", [3], []]"
82dbce7b4ff9f093aa7ff9c43ae70d8a,لپ تاپ سامسونگ ان پی 300 ای 5 ایکس - اس 01,,"[72983, 1, 600, 600, ""jpg"", [3], []]"
4efa8b668ee1198289bb15965d9705b6,لپ تاپ سامسونگ ان پی 350 وی 5 ایکس-اس 03,,"[84682, 1, 800, 600, ""jpg"", [3], []]"
7070baed1f0e21d1234a4b00082a1bea,لپ تاپ توشیبا ان بی 510-10 آر,,"[55184, 1, 600, 600, ""jpg"", [3], []]"
4158f6d19559955bae372bb00f6204e4,دوربین دیجیتال فوجی فیلم فاین پیکس HS50 EXR,,"[9295, 1, 600, 600, ""jpg"", [3], []]"
12f73080e04ce0d8e95defb577ebc3f4,لپ تاپ فوجیتسو لایف بوک آ اچ-512,,"[""fceacd6290e9d33d08b3c035089864b65bf8ee9f_1593936150"", 1, 1280, 1280, ""jpg"", [3], []]"
e1226495c14f1a62ae17aa76c1f0d457,گوشی موبایل هوآوی  اسند جی 330 یو 8825 دی دی U8812D,,"[67336, 1, 180, 220, ""jpg"", [3], []]"
d83de59e10227072a9c034ce10029c39,گوشی موبایل اچ تی سی وان 801e نسخه‌ی 32 گیگابایتی,,"[63424, 1, 600, 600, ""jpg"", [3], []]"
31917677a66c6eddd3ab1f68b0679e2f,تبلت جی اس پد جی اس پی-ایکس 7,,"[107286, 1, 600, 600, ""jpg"", [3], []]"
62d2b7ba91f34c0ac08aa11c359a8d2c,لپ تاپ لنوو اسنشال جی 585,,"[103668, 1, 600, 600, ""jpg"", [3], []]"
f8e918489f1e0a81ff11312f4d0630c1,گوشی موبایل نوکیا لومیا 720,,"[90193, 1, 600, 600, ""jpg"", [3], []]"
becc353586042b6dbcc42c1b794c37b6,گوشی موبایل نوکیا 301,,"[59223, 1, 600, 600, ""jpg"", [3], []]"
67038aaa05ffac51830cffb04441f8c3,حافظه SSD اینترنال ای دیتا مدل Premier SP600 ظرفیت 128 گیگابایت,,"[3110240, 1, 1280, 1280, ""jpg"", [3], []]"
fc5b3186f1cf0daece964f78259b7ba0,گوشی موبایل سامسونگ ای 2202,,"[86784, 1, 600, 600, ""jpg"", [3], []]"
e97986091ee430b881ba8fc9755a64a8,لپ تاپ اچ پی پاویلیون دی وی 6 - 7250,,"[69961, 1, 1500, 1500, ""jpg"", [3], []]"
544defa9fddff50c53b71c43e0da72be,لپ تاپ لنوو اسنشال بی 570,,"[118964, 1, 600, 600, ""jpg"", [3], []]"
5bd529d5b07b647a8863cf71e98d651a,گوشی موبایل مارشال ام ای 356,,"[135877, 1, 180, 220, ""jpg"", [3], []]"
5588902a8054f6e22ed3484c140ffc62,گوشی موبایل مارشال ام ای 356A,,"[43147, 1, 180, 220, ""jpg"", [3], []]"
704cddc91e28d1a5517518b2f12bc321,گوشی موبایل مارشال ام ای 355A,,"[10129, 1, 180, 220, ""jpg"", [3], []]"
68a64c1e5639454c3185e7ea2db9fc48,گوشی موبایل مارشال ام ای 359,,"[102549, 1, 180, 220, ""jpg"", [3], []]"
93c83a131fa0fd208e161910a17519c4,دوربین دیجیتال نیکون کولپیکس L320,,"[124081, 1, 600, 600, ""jpg"", [3], []]"
47e51e9d11cf800ff08674dbb68a48ab,لپ تاپ ایسر اسپایر ای1-571 جی 53234G75Maks,,"[106375, 1, 600, 600, ""jpg"", [3], []]"
247d87b085efdb305fa6583ccf1a9f54,باتری لیتیوم یون مناسب برای لپ تاپ دل مدل Inspiron 5030,,"[90249, 1, 700, 467, ""jpg"", [3], []]"
789ba2ae4d335e8a2ad283a3f7effced,تلفن سانترال پاناسونیک مدل KX-DT333,,"[59459, 1, 1280, 1280, ""jpg"", [3], []]"
299dc35e747eb77177d9cea10a802da2,مک آفی توتال پروتکشن 2013 - مخصوص سه کاربر,,"[9788, 1, 220, 180, ""jpg"", [3], []]"
c35bc9eaa4a930e006ab98bf3ef90408,اسکنر اپسون پرفکشن وی700 فتو,,"[97681, 1, 220, 180, ""jpg"", [3], []]"
1b486d7a5189ebe8d8c46afc64b0d1b4,گوشی موبایل دیمو افرا,,"[113724, 1, 180, 220, ""jpg"", [3], []]"
d1d5923fc822531bbfd9d87d4760914b,گوشی موبایل دیمو افرا با دوربین,,"[80958, 1, 180, 220, ""jpg"", [3], []]"
8462a7c229aea03dde69da754c3bbcc4,لپ تاپ سامسونگ ان پی 300 ای 5 ایکس - آ 08,,"[137508, 1, 600, 600, ""jpg"", [3], []]"
1543ceff58b1606182e9b7cf357712b3,تبلت لنوو آیدیا پد اس 2109 آ - 8 گیگابایت,,"[10020, 1, 600, 600, ""jpg"", [3], []]"
10cc088a48f313ab3b1f4e6e76353dd4,گوشی موبایل جی ال ایکس 2610 ای سی,,"[78722, 1, 180, 220, ""jpg"", [3], []]"
0a3b5a7a477d359746061d41c3a04fd6,تبلت مارشال ام ای 700 ای,,"[81397, 1, 220, 180, ""jpg"", [3], []]"
77932c2c6056e219e26efd74accb7985,لپ تاپ 15.6 اینچی لنوو مدل Essential B575e-A,,"[""6c00dfdb0c79b36c91d910b501d5af4b02c7949e_1674892587"", 1, 2500, 2500, ""jpg"", [3], []]"
a98a009d68cad18ae7b1d3576bb01924,لپ تاپ اچ پی پروبوک 4540s,,"[59695, 1, 600, 600, ""jpg"", [3], []]"
acef5cc0bd5a0c190494e34ea4b04811,تبلت جت وی الفار 706,,"[""e44c8347797ffc7fd443247de67f6ab31e068be2_1681648210"", 1, 2500, 2500, ""jpg"", [3], []]"
9b40aee76034c9543ceacba5df759a1d,لپ تاپ ایسر اسپایر ای1-571,,"[50580, 1, 600, 600, ""jpg"", [3], []]"
1e79596878b2320cac26dd792a6c51c9,گوشی موبایل سامسونگ گلکسی اس 2 آی 9105 پلاس - 8 گیگابایت,,"[10497, 1, 600, 600, ""jpg"", [3], []]"
680f0fc378c4abff9d8f271c95e799c3,لپ تاپ 15.6 اینچی ایسر مدل Aspire V3-571G-53216G75MAKKW,,"[""0a6f4d7c205b18d95308103f0e8afa62697da4d9_1674894393"", 1, 2500, 2500, ""jpg"", [3], []]"
cf011ff8d8380280133bce806e0f7bb1,لپ تاپ 14 اینچی ایسوس مدل N46VM-A,,"[""121a536781c5ff7ffad5bb1f8fe9fd46d8a5b270_1674894509"", 1, 2500, 2500, ""jpg"", [3], []]"
3fe230348e9a12c13120749e3f9fa4cd,لپ تاپ 14 اینچی ایسر مدل Aspire V5-471G-33214G50MABB,,"[""19cdb4e3a537da493740644233848d63b3470094_1674894570"", 1, 2500, 2500, ""jpg"", [3], []]"
d428d070622e0f4363fceae11f4a3576,لپ تاپ سونی وایو ای 1512 ان سی ایکس,,"[85823, 1, 600, 600, ""jpg"", [3], []]"
71969a804c28c0961383008958497b1b,لپ تاپ سونی وایو ای 1512 4 سی ایکس,,"[105894, 1, 600, 600, ""jpg"", [3], []]"
d882050bb9eeba930974f596931be527,لپ تاپ سونی وایو ای 1512 کا سی ایکس,,"[81164, 1, 600, 600, ""jpg"", [3], []]"
aff53752790c8c5348954c335c5ad682,لپ تاپ 15.6 اینچی لنوو مدل ideapad Z500-A,,"[""5ac2a87d37eeaa9bb6751436897b9c81075f9954_1674980662"", 1, 2500, 2500, ""jpg"", [3], []]"
2b515e2bdd63b7f034269ad747c93a42,لپ تاپ 14 اینچی سونی مدل Vaio E14125CX,,"[""1709ab312b0f7262f0672ff78a766f3c9323909b_1674980868"", 1, 2500, 2500, ""jpg"", [3], []]"
32b683d9d8e73d3eeb6bf08fe0817402,لپ تاپ سامسونگ ان پی 300 ای 5 ایکس - آ 0 آ,سری 3 لپ‌تاپ‌های سامسونگ به داشتن ظاهری زیبا، کیفیت ساخت بالا و قیمت مناسب، به یکی از بهترین لپ‌تاپ‌های ارزان قیمت موجود در بازار تبدیل شده‌اند. ظاهر و کیفیت ساخت این لپ‌تاپ‌ها خیلی بهتر از لپ‌تاپ‌های دیگر در این بازه قیمتی است. در حقیقت از لحاظ ظاهری این لپ‌تاپ‌ها شباهت زیادی به لپ‌تاپ‌های بسیار گران قیمت سری 9 دارند. سری 3 در سایزهای بسیار متفاوتی بین 11.6 تا 17.3 اینچ وجود دارند. خواننده نقد و بررسی این محصولات باشید.,"[""cb86d17a4661adbfe45b1741c8b2190df0ddbc7a_1593936036"", 1, 1280, 1280, ""jpg"", [3], []]"
